id;id_school;grade;letter
6255;648;6;C
6256;648;7;A
6257;648;8;A
6258;648;8;B
6259;648;8;C
6260;648;9;A
6261;648;9;B
6262;648;9;C
6263;648;10;A
6264;648;10;B
6265;648;10;C
6266;648;11;A
6267;648;11;B
6268;748;1;A
6269;748;2;A
6270;748;2;B
6271;748;3;A
6272;748;3;B
6273;748;4;A
6274;748;4;B
6275;748;4;C
6276;748;5;A
6277;748;5;B
6278;748;6;A
6279;748;7;A
6280;748;8;A
6281;748;8;B
6282;748;9;A
6283;748;9;B
6284;748;9;C
6285;748;10;A
6286;748;11;A
6287;79;1;A
6288;79;1;B
6289;79;1;C
6290;79;2;A
6291;79;3;A
6292;79;3;B
6293;79;3;C
6294;79;4;A
6295;79;4;B
6296;79;5;A
6297;79;5;B
6298;79;5;C
6299;79;6;A
6300;79;7;A
6301;79;7;B
6302;79;8;A
6303;79;9;A
6304;79;10;A
6305;79;10;B
6306;79;10;C
6307;79;11;A
6308;79;11;B
6309;79;11;C
6310;625;1;A
6311;625;2;A
6312;625;2;B
6313;625;2;C
6314;625;3;A
6315;625;3;B
6316;625;4;A
6317;625;4;B
6318;625;4;C
6319;625;5;A
6320;625;6;A
6321;625;7;A
6322;625;8;A
6323;625;8;B
6324;625;9;A
6325;625;9;B
6326;625;10;A
6327;625;10;B
6328;625;10;C
6329;625;11;A
6330;145;1;A
6331;145;1;B
6332;145;2;A
6333;145;2;B
6334;145;2;C
6335;145;3;A
6336;145;3;B
6337;145;4;A
6338;145;4;B
6339;145;5;A
6340;145;5;B
6341;145;5;C
6342;145;6;A
6343;145;6;B
6344;145;6;C
6345;145;7;A
6346;145;7;B
6347;145;8;A
6348;145;9;A
6349;145;10;A
6350;145;11;A
6351;145;11;B
6352;145;11;C
6353;982;1;A
6354;982;1;B
6355;982;1;C
6356;982;2;A
6357;982;2;B
6358;982;3;A
6359;982;3;B
6360;982;4;A
6361;982;5;A
6362;982;5;B
6363;982;5;C
6364;982;6;A
6365;982;6;B
6366;982;7;A
6367;982;8;A
6368;982;9;A
6369;982;10;A
6370;982;11;A
6371;982;11;B
6372;982;11;C
6373;981;1;A
6374;981;2;A
6375;981;3;A
6376;981;3;B
6377;981;4;A
6378;981;4;B
6379;981;4;C
6380;981;5;A
6381;981;5;B
6382;981;5;C
6383;981;6;A
6384;981;6;B
6385;981;6;C
6386;981;7;A
6387;981;7;B
6388;981;7;C
6389;981;8;A
6390;981;9;A
6391;981;10;A
6392;981;10;B
6393;981;11;A
6394;981;11;B
6395;757;1;A
6396;757;1;B
6397;757;2;A
6398;757;3;A
6399;757;4;A
6400;757;5;A
6401;757;5;B
6402;757;6;A
6403;757;6;B
6404;757;6;C
6405;757;7;A
6406;757;7;B
6407;757;8;A
6408;757;9;A
6409;757;9;B
6410;757;10;A
6411;757;10;B
6412;757;10;C
6413;757;11;A
6414;233;1;A
6415;233;2;A
6416;233;3;A
6417;233;3;B
6418;233;3;C
6419;233;4;A
6420;233;5;A
6421;233;5;B
6422;233;5;C
6423;233;6;A
6424;233;6;B
6425;233;6;C
6426;233;7;A
6427;233;8;A
6428;233;9;A
6429;233;9;B
6430;233;9;C
6431;233;10;A
6432;233;10;B
6433;233;10;C
6434;233;11;A
6435;233;11;B
6436;233;11;C
6437;645;1;A
6438;645;2;A
6439;645;2;B
6440;645;2;C
6441;645;3;A
6442;645;3;B
6443;645;4;A
6444;645;4;B
6445;645;5;A
6446;645;6;A
6447;645;7;A
6448;645;8;A
6449;645;8;B
6450;645;9;A
6451;645;9;B
6452;645;9;C
6453;645;10;A
6454;645;11;A
6455;645;11;B
6456;645;11;C
6457;810;1;A
6458;810;1;B
6459;810;2;A
6460;810;2;B
6461;810;3;A
6462;810;3;B
6463;810;3;C
6464;810;4;A
6465;810;4;B
6466;810;5;A
6467;810;5;B
6468;810;6;A
6469;810;6;B
6470;810;6;C
6471;810;7;A
6472;810;7;B
6473;810;8;A
6474;810;8;B
6475;810;9;A
6476;810;10;A
6477;810;10;B
6478;810;10;C
6479;810;11;A
6480;810;11;B
6481;810;11;C
6482;940;1;A
6483;940;2;A
6484;940;3;A
6485;940;4;A
6486;940;4;B
6487;940;5;A
6488;940;5;B
6489;940;5;C
6490;940;6;A
6491;940;6;B
6492;940;7;A
6493;940;8;A
6494;940;9;A
6495;940;9;B
6496;940;10;A
6497;940;10;B
6498;940;10;C
6499;940;11;A
6500;86;1;A
6501;86;1;B
6502;86;2;A
6503;86;3;A
6504;86;3;B
6505;86;4;A
6506;86;5;A
6507;86;5;B
6508;86;6;A
6509;86;6;B
6510;86;6;C
6511;86;7;A
6512;86;8;A
6513;86;8;B
6514;86;9;A
6515;86;10;A
6516;86;10;B
6517;86;10;C
6518;86;11;A
6519;86;11;B
6520;663;1;A
6521;663;1;B
6522;663;2;A
6523;663;2;B
6524;663;2;C
6525;663;3;A
6526;663;3;B
6527;663;3;C
6528;663;4;A
6529;663;5;A
6530;663;6;A
6531;663;6;B
6532;663;6;C
6533;663;7;A
6534;663;7;B
6535;663;8;A
6536;663;8;B
6537;663;8;C
6538;663;9;A
6539;663;9;B
6540;663;9;C
6541;663;10;A
6542;663;10;B
6543;663;11;A
6544;663;11;B
6545;425;1;A
6546;425;2;A
6547;425;2;B
6548;425;2;C
6549;425;3;A
6550;425;3;B
6551;425;4;A
6552;425;5;A
6553;425;5;B
6554;425;5;C
6555;425;6;A
6556;425;6;B
6557;425;6;C
6558;425;7;A
6559;425;7;B
6560;425;8;A
6561;425;9;A
6562;425;10;A
6563;425;10;B
6564;425;10;C
6565;425;11;A
6566;491;1;A
6567;491;1;B
6568;491;1;C
6569;491;2;A
6570;491;2;B
6571;491;3;A
6572;491;3;B
6573;491;4;A
6574;491;5;A
6575;491;5;B
6576;491;6;A
6577;491;6;B
6578;491;6;C
6579;491;7;A
6580;491;7;B
6581;491;8;A
6582;491;8;B
6583;491;9;A
6584;491;9;B
6585;491;10;A
6586;491;10;B
6587;491;11;A
6588;491;11;B
6589;491;11;C
6590;561;1;A
6591;561;1;B
6592;561;1;C
6593;561;2;A
6594;561;3;A
6595;561;4;A
6596;561;4;B
6597;561;5;A
6598;561;5;B
6599;561;5;C
6600;561;6;A
6601;561;7;A
6602;561;7;B
6603;561;7;C
6604;561;8;A
6605;561;8;B
6606;561;8;C
6607;561;9;A
6608;561;9;B
6609;561;10;A
6610;561;10;B
6611;561;10;C
6612;561;11;A
6613;561;11;B
6614;561;11;C
6615;517;1;A
6616;517;1;B
6617;517;1;C
6618;517;2;A
6619;517;2;B
6620;517;2;C
6621;517;3;A
6622;517;3;B
6623;517;4;A
6624;517;4;B
6625;517;5;A
6626;517;5;B
6627;517;5;C
6628;517;6;A
6629;517;6;B
6630;517;6;C
6631;517;7;A
6632;517;7;B
6633;517;8;A
6634;517;9;A
6635;517;9;B
6636;517;9;C
6637;517;10;A
6638;517;10;B
6639;517;10;C
6640;517;11;A
6641;517;11;B
6642;689;1;A
6643;689;1;B
6644;689;2;A
6645;689;3;A
6646;689;4;A
6647;689;4;B
6648;689;4;C
6649;689;5;A
6650;689;5;B
6651;689;6;A
6652;689;7;A
6653;689;8;A
6654;689;8;B
6655;689;9;A
6656;689;9;B
6657;689;10;A
6658;689;10;B
6659;689;11;A
6660;778;1;A
6661;778;1;B
6662;778;2;A
6663;778;2;B
6664;778;2;C
6665;778;3;A
6666;778;3;B
6667;778;4;A
6668;778;5;A
6669;778;5;B
6670;778;5;C
6671;778;6;A
6672;778;7;A
6673;778;8;A
6674;778;8;B
6675;778;9;A
6676;778;10;A
6677;778;10;B
6678;778;11;A
6679;778;11;B
6680;778;11;C
6681;38;1;A
6682;38;1;B
6683;38;2;A
6684;38;3;A
6685;38;3;B
6686;38;4;A
6687;38;4;B
6688;38;4;C
6689;38;5;A
6690;38;6;A
6691;38;7;A
6692;38;7;B
6693;38;7;C
6694;38;8;A
6695;38;9;A
6696;38;9;B
6697;38;10;A
6698;38;11;A
6699;38;11;B
6700;38;11;C
6701;656;1;A
6702;656;2;A
6703;656;2;B
6704;656;3;A
6705;656;3;B
6706;656;4;A
6707;656;4;B
6708;656;5;A
6709;656;5;B
6710;656;5;C
6711;656;6;A
6712;656;7;A
6713;656;7;B
6714;656;7;C
6715;656;8;A
6716;656;9;A
6717;656;9;B
6718;656;10;A
6719;656;10;B
6720;656;11;A
6721;656;11;B
6722;530;1;A
6723;530;1;B
6724;530;1;C
6725;530;2;A
6726;530;3;A
6727;530;3;B
6728;530;3;C
6729;530;4;A
6730;530;4;B
6731;530;5;A
6732;530;5;B
6733;530;6;A
6734;530;6;B
6735;530;7;A
6736;530;7;B
6737;530;7;C
6738;530;8;A
6739;530;8;B
6740;530;8;C
6741;530;9;A
6742;530;9;B
6743;530;10;A
6744;530;10;B
6745;530;11;A
6746;530;11;B
6747;530;11;C
6748;188;1;A
6749;188;1;B
6750;188;2;A
6751;188;3;A
6752;188;3;B
6753;188;4;A
6754;188;5;A
6755;188;5;B
6756;188;5;C
6757;188;6;A
6758;188;7;A
6759;188;7;B
6760;188;7;C
6761;188;8;A
6762;188;8;B
6763;188;9;A
6764;188;10;A
6765;188;10;B
6766;188;10;C
6767;188;11;A
6768;845;1;A
6769;845;1;B
6770;845;2;A
6771;845;3;A
6772;845;4;A
6773;845;4;B
6774;845;5;A
6775;845;6;A
6776;845;6;B
6777;845;7;A
6778;845;7;B
6779;845;8;A
6780;845;8;B
6781;845;8;C
6782;845;9;A
6783;845;9;B
6784;845;10;A
6785;845;10;B
6786;845;11;A
6787;845;11;B
6788;18;1;A
6789;18;1;B
6790;18;1;C
6791;18;2;A
6792;18;2;B
6793;18;3;A
6794;18;4;A
6795;18;4;B
6796;18;4;C
6797;18;5;A
6798;18;5;B
6799;18;6;A
6800;18;6;B
6801;18;7;A
6802;18;8;A
6803;18;8;B
6804;18;9;A
6805;18;10;A
6806;18;10;B
6807;18;10;C
6808;18;11;A
6809;18;11;B
6810;18;11;C
6811;33;1;A
6812;33;1;B
6813;33;1;C
6814;33;2;A
6815;33;3;A
6816;33;3;B
6817;33;4;A
6818;33;4;B
6819;33;5;A
6820;33;5;B
6821;33;6;A
6822;33;6;B
6823;33;6;C
6824;33;7;A
6825;33;8;A
6826;33;8;B
6827;33;9;A
6828;33;10;A
6829;33;11;A
6830;33;11;B
6831;976;1;A
6832;976;2;A
6833;976;3;A
6834;976;4;A
6835;976;5;A
6836;976;5;B
6837;976;6;A
6838;976;7;A
6839;976;7;B
6840;976;7;C
6841;976;8;A
6842;976;9;A
6843;976;9;B
6844;976;10;A
6845;976;10;B
6846;976;10;C
6847;976;11;A
6848;976;11;B
6849;976;11;C
6850;700;1;A
6851;700;1;B
6852;700;1;C
6853;700;2;A
6854;700;2;B
6855;700;2;C
6856;700;3;A
6857;700;3;B
6858;700;3;C
6859;700;4;A
6860;700;4;B
6861;700;5;A
6862;700;6;A
6863;700;6;B
6864;700;6;C
6865;700;7;A
6866;700;7;B
6867;700;7;C
6868;700;8;A
6869;700;9;A
6870;700;10;A
6871;700;10;B
6872;700;11;A
6873;520;1;A
6874;520;1;B
6875;520;1;C
6876;520;2;A
6877;520;3;A
6878;520;3;B
6879;520;4;A
6880;520;4;B
6881;520;4;C
6882;520;5;A
6883;520;5;B
6884;520;6;A
6885;520;6;B
6886;520;6;C
6887;520;7;A
6888;520;7;B
6889;520;8;A
6890;520;9;A
6891;520;10;A
6892;520;10;B
6893;520;11;A
6894;520;11;B
6895;726;1;A
6896;726;2;A
6897;726;3;A
6898;726;3;B
6899;726;3;C
6900;726;4;A
6901;726;5;A
6902;726;5;B
6903;726;5;C
6904;726;6;A
6905;726;6;B
6906;726;7;A
6907;726;7;B
6908;726;7;C
6909;726;8;A
6910;726;9;A
6911;726;10;A
6912;726;10;B
6913;726;10;C
6914;726;11;A
6915;726;11;B
6916;726;11;C
6917;207;1;A
6918;207;1;B
6919;207;1;C
6920;207;2;A
6921;207;2;B
6922;207;2;C
6923;207;3;A
6924;207;4;A
6925;207;4;B
6926;207;4;C
6927;207;5;A
6928;207;5;B
6929;207;6;A
6930;207;6;B
6931;207;7;A
6932;207;7;B
6933;207;7;C
6934;207;8;A
6935;207;9;A
6936;207;10;A
6937;207;10;B
6938;207;10;C
6939;207;11;A
6940;232;1;A
6941;232;1;B
6942;232;1;C
6943;232;2;A
6944;232;3;A
6945;232;4;A
6946;232;4;B
6947;232;4;C
6948;232;5;A
6949;232;5;B
6950;232;5;C
6951;232;6;A
6952;232;7;A
6953;232;8;A
6954;232;8;B
6955;232;9;A
6956;232;9;B
6957;232;10;A
6958;232;11;A
6959;232;11;B
6960;463;1;A
6961;463;1;B
6962;463;1;C
6963;463;2;A
6964;463;2;B
6965;463;2;C
6966;463;3;A
6967;463;4;A
6968;463;4;B
6969;463;4;C
6970;463;5;A
6971;463;5;B
6972;463;6;A
6973;463;7;A
6974;463;7;B
6975;463;8;A
6976;463;8;B
6977;463;9;A
6978;463;10;A
6979;463;10;B
6980;463;10;C
6981;463;11;A
6982;463;11;B
6983;304;1;A
6984;304;1;B
6985;304;1;C
6986;304;2;A
6987;304;3;A
6988;304;3;B
6989;304;3;C
6990;304;4;A
6991;304;4;B
6992;304;5;A
6993;304;5;B
6994;304;6;A
6995;304;6;B
6996;304;6;C
6997;304;7;A
6998;304;7;B
6999;304;7;C
7000;304;8;A
7001;304;9;A
7002;304;9;B
7003;304;9;C
7004;304;10;A
7005;304;11;A
7006;304;11;B
7007;409;1;A
7008;409;2;A
7009;409;2;B
7010;409;2;C
7011;409;3;A
7012;409;3;B
7013;409;3;C
7014;409;4;A
7015;409;4;B
7016;409;4;C
7017;409;5;A
7018;409;5;B
7019;409;6;A
7020;409;6;B
7021;409;7;A
7022;409;7;B
7023;409;7;C
7024;409;8;A
7025;409;8;B
7026;409;8;C
7027;409;9;A
7028;409;9;B
7029;409;10;A
7030;409;10;B
7031;409;10;C
7032;409;11;A
7033;254;1;A
7034;254;1;B
7035;254;2;A
7036;254;2;B
7037;254;3;A
7038;254;3;B
7039;254;4;A
7040;254;5;A
7041;254;5;B
7042;254;5;C
7043;254;6;A
7044;254;6;B
7045;254;7;A
7046;254;7;B
7047;254;8;A
7048;254;9;A
7049;254;9;B
7050;254;9;C
7051;254;10;A
7052;254;11;A
7053;776;1;A
7054;776;1;B
7055;776;1;C
7056;776;2;A
7057;776;2;B
7058;776;3;A
7059;776;4;A
7060;776;4;B
7061;776;4;C
7062;776;5;A
7063;776;5;B
7064;776;6;A
7065;776;7;A
7066;776;7;B
7067;776;7;C
7068;776;8;A
7069;776;8;B
7070;776;8;C
7071;776;9;A
7072;776;9;B
7073;776;9;C
7074;776;10;A
7075;776;11;A
7076;218;1;A
7077;218;2;A
7078;218;3;A
7079;218;3;B
7080;218;4;A
7081;218;4;B
7082;218;5;A
7083;218;5;B
7084;218;6;A
7085;218;6;B
7086;218;6;C
7087;218;7;A
7088;218;8;A
7089;218;8;B
7090;218;8;C
7091;218;9;A
7092;218;10;A
7093;218;10;B
7094;218;11;A
7095;203;1;A
7096;203;1;B
7097;203;1;C
7098;203;2;A
7099;203;2;B
7100;203;3;A
7101;203;3;B
7102;203;3;C
7103;203;4;A
7104;203;4;B
7105;203;5;A
7106;203;6;A
7107;203;6;B
7108;203;6;C
7109;203;7;A
7110;203;8;A
7111;203;8;B
7112;203;9;A
7113;203;9;B
7114;203;9;C
7115;203;10;A
7116;203;10;B
7117;203;10;C
7118;203;11;A
7119;203;11;B
7120;327;1;A
7121;327;1;B
7122;327;1;C
7123;327;2;A
7124;327;2;B
7125;327;2;C
7126;327;3;A
7127;327;3;B
7128;327;4;A
7129;327;5;A
7130;327;5;B
7131;327;6;A
7132;327;7;A
7133;327;8;A
7134;327;8;B
7135;327;8;C
7136;327;9;A
7137;327;10;A
7138;327;11;A
7139;327;11;B
7140;327;11;C
7141;758;1;A
7142;758;2;A
7143;758;3;A
7144;758;3;B
7145;758;3;C
7146;758;4;A
7147;758;4;B
7148;758;4;C
7149;758;5;A
7150;758;5;B
7151;758;5;C
7152;758;6;A
7153;758;6;B
7154;758;7;A
7155;758;7;B
7156;758;8;A
7157;758;8;B
7158;758;8;C
7159;758;9;A
7160;758;9;B
7161;758;9;C
7162;758;10;A
7163;758;10;B
7164;758;10;C
7165;758;11;A
7166;495;1;A
7167;495;1;B
7168;495;1;C
7169;495;2;A
7170;495;2;B
7171;495;2;C
7172;495;3;A
7173;495;4;A
7174;495;4;B
7175;495;5;A
7176;495;6;A
7177;495;6;B
7178;495;7;A
7179;495;7;B
7180;495;7;C
7181;495;8;A
7182;495;9;A
7183;495;10;A
7184;495;10;B
7185;495;10;C
7186;495;11;A
7187;495;11;B
7188;495;11;C
7189;146;1;A
7190;146;1;B
7191;146;1;C
7192;146;2;A
7193;146;2;B
7194;146;3;A
7195;146;3;B
7196;146;4;A
7197;146;5;A
7198;146;5;B
7199;146;5;C
7200;146;6;A
7201;146;6;B
7202;146;6;C
7203;146;7;A
7204;146;7;B
7205;146;8;A
7206;146;8;B
7207;146;9;A
7208;146;10;A
7209;146;10;B
7210;146;10;C
7211;146;11;A
7212;687;1;A
7213;687;1;B
7214;687;2;A
7215;687;3;A
7216;687;3;B
7217;687;4;A
7218;687;4;B
7219;687;4;C
7220;687;5;A
7221;687;5;B
7222;687;6;A
7223;687;7;A
7224;687;7;B
7225;687;8;A
7226;687;8;B
7227;687;9;A
7228;687;9;B
7229;687;10;A
7230;687;10;B
7231;687;11;A
7232;687;11;B
7233;476;1;A
7234;476;2;A
7235;476;2;B
7236;476;2;C
7237;476;3;A
7238;476;4;A
7239;476;5;A
7240;476;5;B
7241;476;5;C
7242;476;6;A
7243;476;7;A
7244;476;7;B
7245;476;7;C
7246;476;8;A
7247;476;8;B
7248;476;9;A
7249;476;9;B
7250;476;9;C
7251;476;10;A
7252;476;10;B
7253;476;10;C
7254;476;11;A
7255;476;11;B
7256;283;1;A
7257;283;1;B
7258;283;1;C
7259;283;2;A
7260;283;3;A
7261;283;3;B
7262;283;4;A
7263;283;5;A
7264;283;6;A
7265;283;6;B
7266;283;7;A
7267;283;7;B
7268;283;8;A
7269;283;8;B
7270;283;8;C
7271;283;9;A
7272;283;9;B
7273;283;9;C
7274;283;10;A
7275;283;11;A
7276;283;11;B
7277;292;1;A
7278;292;1;B
7279;292;2;A
7280;292;3;A
7281;292;3;B
7282;292;4;A
7283;292;5;A
7284;292;5;B
7285;292;6;A
7286;292;6;B
7287;292;7;A
7288;292;7;B
7289;292;8;A
7290;292;9;A
7291;292;10;A
7292;292;10;B
7293;292;10;C
7294;292;11;A
7295;292;11;B
7296;72;1;A
7297;72;2;A
7298;72;3;A
7299;72;3;B
7300;72;4;A
7301;72;5;A
7302;72;6;A
7303;72;7;A
7304;72;7;B
7305;72;7;C
7306;72;8;A
7307;72;8;B
7308;72;8;C
7309;72;9;A
7310;72;9;B
7311;72;10;A
7312;72;11;A
7313;977;1;A
7314;977;1;B
7315;977;1;C
7316;977;2;A
7317;977;2;B
7318;977;3;A
7319;977;4;A
7320;977;4;B
7321;977;5;A
7322;977;5;B
7323;977;6;A
7324;977;7;A
7325;977;7;B
7326;977;7;C
7327;977;8;A
7328;977;8;B
7329;977;8;C
7330;977;9;A
7331;977;9;B
7332;977;10;A
7333;977;10;B
7334;977;10;C
7335;977;11;A
7336;931;1;A
7337;931;2;A
7338;931;3;A
7339;931;4;A
7340;931;5;A
7341;931;5;B
7342;931;5;C
7343;931;6;A
7344;931;6;B
7345;931;7;A
7346;931;8;A
7347;931;9;A
7348;931;9;B
7349;931;9;C
7350;931;10;A
7351;931;10;B
7352;931;11;A
7353;931;11;B
7354;536;1;A
7355;536;1;B
7356;536;2;A
7357;536;3;A
7358;536;3;B
7359;536;4;A
7360;536;5;A
7361;536;5;B
7362;536;6;A
7363;536;7;A
7364;536;7;B
7365;536;8;A
7366;536;8;B
7367;536;9;A
7368;536;9;B
7369;536;10;A
7370;536;10;B
7371;536;11;A
7372;536;11;B
7373;536;11;C
7374;296;1;A
7375;296;1;B
7376;296;2;A
7377;296;2;B
7378;296;3;A
7379;296;3;B
7380;296;3;C
7381;296;4;A
7382;296;4;B
7383;296;4;C
7384;296;5;A
7385;296;5;B
7386;296;5;C
7387;296;6;A
7388;296;6;B
7389;296;7;A
7390;296;7;B
7391;296;8;A
7392;296;8;B
7393;296;8;C
7394;296;9;A
7395;296;9;B
7396;296;9;C
7397;296;10;A
7398;296;10;B
7399;296;10;C
7400;296;11;A
7401;296;11;B
7402;638;1;A
7403;638;1;B
7404;638;1;C
7405;638;2;A
7406;638;2;B
7407;638;3;A
7408;638;4;A
7409;638;4;B
7410;638;5;A
7411;638;5;B
7412;638;5;C
7413;638;6;A
7414;638;7;A
7415;638;8;A
7416;638;9;A
7417;638;10;A
7418;638;11;A
7419;638;11;B
7420;638;11;C
7421;373;1;A
7422;373;1;B
7423;373;1;C
7424;373;2;A
7425;373;2;B
7426;373;2;C
7427;373;3;A
7428;373;3;B
7429;373;4;A
7430;373;4;B
7431;373;4;C
7432;373;5;A
7433;373;5;B
7434;373;5;C
7435;373;6;A
7436;373;6;B
7437;373;6;C
7438;373;7;A
7439;373;7;B
7440;373;7;C
7441;373;8;A
7442;373;8;B
7443;373;8;C
7444;373;9;A
7445;373;9;B
7446;373;9;C
7447;373;10;A
7448;373;10;B
7449;373;10;C
7450;373;11;A
7451;290;1;A
7452;290;1;B
7453;290;1;C
7454;290;2;A
7455;290;3;A
7456;290;3;B
7457;290;4;A
7458;290;4;B
7459;290;4;C
7460;290;5;A
7461;290;5;B
7462;290;6;A
7463;290;6;B
7464;290;7;A
7465;290;8;A
7466;290;8;B
7467;290;9;A
7468;290;9;B
7469;290;10;A
7470;290;10;B
7471;290;10;C
7472;290;11;A
7473;290;11;B
7474;290;11;C
7475;195;1;A
7476;195;2;A
7477;195;2;B
7478;195;2;C
7479;195;3;A
7480;195;4;A
7481;195;5;A
7482;195;5;B
7483;195;6;A
7484;195;6;B
7485;195;6;C
7486;195;7;A
7487;195;8;A
7488;195;8;B
7489;195;8;C
7490;195;9;A
7491;195;10;A
7492;195;10;B
7493;195;11;A
7494;195;11;B
7495;195;11;C
7496;310;1;A
7497;310;1;B
7498;310;2;A
7499;310;3;A
7500;310;3;B
7501;310;3;C
7502;310;4;A
7503;310;5;A
7504;310;5;B
7505;310;5;C
7506;310;6;A
7507;310;7;A
7508;310;7;B
7509;310;7;C
7510;310;8;A
7511;310;8;B
7512;310;8;C
7513;310;9;A
7514;310;9;B
7515;310;9;C
7516;310;10;A
7517;310;11;A
7518;310;11;B
7519;310;11;C
7520;655;1;A
7521;655;1;B
7522;655;2;A
7523;655;2;B
7524;655;3;A
7525;655;3;B
7526;655;3;C
7527;655;4;A
7528;655;4;B
7529;655;5;A
7530;655;5;B
7531;655;6;A
7532;655;6;B
7533;655;6;C
7534;655;7;A
7535;655;8;A
7536;655;8;B
7537;655;9;A
7538;655;9;B
7539;655;10;A
7540;655;10;B
7541;655;11;A
7542;655;11;B
7543;655;11;C
7544;434;1;A
7545;434;2;A
7546;434;2;B
7547;434;2;C
7548;434;3;A
7549;434;4;A
7550;434;4;B
7551;434;4;C
7552;434;5;A
7553;434;5;B
7554;434;5;C
7555;434;6;A
7556;434;6;B
7557;434;6;C
7558;434;7;A
7559;434;8;A
7560;434;9;A
7561;434;10;A
7562;434;10;B
7563;434;10;C
7564;434;11;A
7565;434;11;B
7566;775;1;A
7567;775;1;B
7568;775;1;C
7569;775;2;A
7570;775;2;B
7571;775;2;C
7572;775;3;A
7573;775;4;A
7574;775;4;B
7575;775;5;A
7576;775;5;B
7577;775;5;C
7578;775;6;A
7579;775;6;B
7580;775;6;C
7581;775;7;A
7582;775;7;B
7583;775;7;C
7584;775;8;A
7585;775;9;A
7586;775;10;A
7587;775;11;A
7588;332;1;A
7589;332;2;A
7590;332;2;B
7591;332;3;A
7592;332;3;B
7593;332;3;C
7594;332;4;A
7595;332;5;A
7596;332;5;B
7597;332;6;A
7598;332;6;B
7599;332;7;A
7600;332;7;B
7601;332;7;C
7602;332;8;A
7603;332;9;A
7604;332;10;A
7605;332;11;A
7606;332;11;B
7607;332;11;C
7608;480;1;A
7609;480;1;B
7610;480;1;C
7611;480;2;A
7612;480;3;A
7613;480;3;B
7614;480;3;C
7615;480;4;A
7616;480;5;A
7617;480;5;B
7618;480;5;C
7619;480;6;A
7620;480;7;A
7621;480;7;B
7622;480;8;A
7623;480;9;A
7624;480;9;B
7625;480;9;C
7626;480;10;A
7627;480;10;B
7628;480;10;C
7629;480;11;A
7630;480;11;B
7631;480;11;C
7632;816;1;A
7633;816;2;A
7634;816;3;A
7635;816;3;B
7636;816;3;C
7637;816;4;A
7638;816;4;B
7639;816;5;A
7640;816;5;B
7641;816;6;A
7642;816;6;B
7643;816;7;A
7644;816;7;B
7645;816;8;A
7646;816;8;B
7647;816;9;A
7648;816;9;B
7649;816;9;C
7650;816;10;A
7651;816;10;B
7652;816;10;C
7653;816;11;A
7654;816;11;B
7655;993;1;A
7656;993;1;B
7657;993;1;C
7658;993;2;A
7659;993;2;B
7660;993;2;C
7661;993;3;A
7662;993;3;B
7663;993;3;C
7664;993;4;A
7665;993;4;B
7666;993;5;A
7667;993;5;B
7668;993;5;C
7669;993;6;A
7670;993;6;B
7671;993;6;C
7672;993;7;A
7673;993;7;B
7674;993;8;A
7675;993;9;A
7676;993;9;B
7677;993;9;C
7678;993;10;A
7679;993;11;A
7680;993;11;B
7681;978;1;A
7682;978;1;B
7683;978;2;A
7684;978;2;B
7685;978;2;C
7686;978;3;A
7687;978;3;B
7688;978;3;C
7689;978;4;A
7690;978;4;B
7691;978;4;C
7692;978;5;A
7693;978;6;A
7694;978;6;B
7695;978;7;A
7696;978;8;A
7697;978;8;B
7698;978;9;A
7699;978;10;A
7700;978;10;B
7701;978;11;A
7702;978;11;B
7703;699;1;A
7704;699;1;B
7705;699;1;C
7706;699;2;A
7707;699;2;B
7708;699;3;A
7709;699;3;B
7710;699;4;A
7711;699;4;B
7712;699;5;A
7713;699;5;B
7714;699;6;A
7715;699;6;B
7716;699;6;C
7717;699;7;A
7718;699;8;A
7719;699;9;A
7720;699;10;A
7721;699;11;A
7722;699;11;B
7723;699;11;C
7724;602;1;A
7725;602;2;A
7726;602;2;B
7727;602;3;A
7728;602;3;B
7729;602;3;C
7730;602;4;A
7731;602;4;B
7732;602;5;A
7733;602;5;B
7734;602;5;C
7735;602;6;A
7736;602;6;B
7737;602;6;C
7738;602;7;A
7739;602;8;A
7740;602;8;B
7741;602;9;A
7742;602;9;B
7743;602;10;A
7744;602;10;B
7745;602;10;C
7746;602;11;A
7747;499;1;A
7748;499;1;B
7749;499;2;A
7750;499;2;B
7751;499;3;A
7752;499;4;A
7753;499;4;B
7754;499;4;C
7755;499;5;A
7756;499;5;B
7757;499;5;C
7758;499;6;A
7759;499;7;A
7760;499;7;B
7761;499;7;C
7762;499;8;A
7763;499;8;B
7764;499;8;C
7765;499;9;A
7766;499;10;A
7767;499;10;B
7768;499;11;A
7769;499;11;B
7770;499;11;C
7771;568;1;A
7772;568;1;B
7773;568;1;C
7774;568;2;A
7775;568;3;A
7776;568;4;A
7777;568;4;B
7778;568;4;C
7779;568;5;A
7780;568;5;B
7781;568;5;C
7782;568;6;A
7783;568;7;A
7784;568;7;B
7785;568;8;A
7786;568;9;A
7787;568;9;B
7788;568;9;C
7789;568;10;A
7790;568;11;A
7791;888;1;A
7792;888;1;B
7793;888;1;C
7794;888;2;A
7795;888;2;B
7796;888;2;C
7797;888;3;A
7798;888;3;B
7799;888;4;A
7800;888;4;B
7801;888;4;C
7802;888;5;A
7803;888;5;B
7804;888;5;C
7805;888;6;A
7806;888;6;B
7807;888;6;C
7808;888;7;A
